oclc_num,bibnumber,last_update,creator,title,extent,match_type,terms,context_snippets,rule_ids
(OCoLC)ocn270840859,184711,20240718164547.0,NULL,Dansons la carmagnole! Vive le son! Vive le son![print].,1 print :etching ;image: 25.5 x 20.9 cm; plate: 27.4 x 22 cm; sheet: 28.8 x 23.5 cm,summary,wife,"A Dutch soldier (left) and his wife (right), joining hands, dance round a tree of Liberty to music supplied by a foppish French soldier on the extreme left who beats a drum and blows a trumpet, and by a stout Dutchman on the extreme right who plays bagpipes inscribed 'Vader-lands Liefde' (Love of Country). The 'tree' is a pole surmounted by a milk-churn inscribed 'Vryheid \ Gellykheid \ Broederscha[p]'. This inscription (Liberty, Equality, Fraternity) occurs on Dutch prints after the French invasion; above the tree  is a cap of Liberty shaped like a fool's cap, and a tricolour flag inscribed 'Hollandia Regenerate[a]'. On the churn sits a parrot, 'trying to imitate the patriotic accents of his French brothers'. A monkey climbs up the pole.",GenderTerms
(OCoLC)ocn270840931,184740,20240718164548.0,"Gillray, James,1756-1815,designer.",Two-penny whist[print] /Js. Gy. ad vivam fect.,1 print :hand colored etching ;image: 23.5 x 34.8 cm; plate: 23.5 x 34.8 cm; sheet: 25.5 x 37.5 cm,summary,mistress,"A game at whist at a round card-table. 'Betty' (left) holds out, with a triumphant grin, the ace of spades with which she is about to take the seventh consecutive trick. Her mistress, Miss Humphrey, sits on her left. The two men are said to be Tholdal, a German, who turns his head in astonishment towards Betty, and Betty's partner, Mortimer.",GenderTerms
(OCoLC)ocn270840931,184740,20240718164548.0,"Gillray, James,1756-1815,designer.",Two-penny whist[print] /Js. Gy. ad vivam fect.,1 print :hand colored etching ;image: 23.5 x 34.8 cm; plate: 23.5 x 34.8 cm; sheet: 25.5 x 37.5 cm,summary,Miss,"A game at whist at a round card-table. 'Betty' (left) holds out, with a triumphant grin, the ace of spades with which she is about to take the seventh consecutive trick. Her mistress, Miss Humphrey, sits on her left. The two men are said to be Tholdal, a German, who turns his head in astonishment towards Betty, and Betty's partner, Mortimer.",GenderTerms
(OCoLC)ocn270840762,446778,20240718164545.0,NULL,Effects of the dog tax[print] /[I. Cruikshank].,1 print :engraving ;image: 340 x 230 mm; sheet: 351 x 248 mm,summary,coloured,"Ministerial dogs, their collars inscribed 'GR', stand under a gibbet from which dangle three dogs wearing bonnets-rouges (these have been coloured blue and buff). All have human faces. The dogs on the gibbet, whose cross-piece is inscribed 'Tria juncta in uno', are Sheridan (left), Fox (with a fox's brush), and Stanhope (right) whose back is to the other two. Above is the inscription 'Not worth the tax'.  Below the others is the inscription 'Good dogs paid for'. On the extreme left is Pitt, his profile grossly caricatured, who is chained to the '[T]reasury' kennel, from which he is looking. Portland looks up at the victims, next is Loughborough wearing his Chancellor's wig, and Burke who looks defiant. Facing him is Grenville and on the extreme right is Dundas, his fore-paws on the post of the gibbet looking up. Beside the gibbet is a large thistle. Beneath the title: 'Budgets & Loans so thick we see  And Taxes press so hard Sir  That Poor John Bull can't pay the Fee  For Dogs his only Guard  And tho' near empty Johnnys purse  Yet cruel 'tis to say sir  For R------l [Royal] Dogs which are his curse  Poor Johnny's made to pay Sir'",RaceEuphemisms
(OCoLC)ocn270840799,184672,20240718164546.0,"Gillray, James,1756-1815,designer.",Fashionable-jockeyship[print] /Js. Gy. ad vivam delt. et fect.,1 print :hand colored etching ;image: 53.1 x 25.8 cm; plate: 36.2 x 26.2 cm; sheet: 38.8 x 28.8 cm,summary,famous,"A scene in Lady Jersey's bedroom. Lady Jersey as an old hag lies in a magnificent bed. Lord Jersey, carrying the Prince of Wales on his back, supports himself by resting his hands on the foot of the bed. The Prince, very fat in his famous Light Horse uniform, wearing helmet, gloves, and spurred boots, and the Garter ribbon, holds Jersey's scraggy queue in the manner of a rein; he holds up two fingers, saying, ""Buck! Buck! - how many Horns do I hold up?"" Jersey, who is very thin, leers towards the Prince out of the corners of his eyes, saying, ""E'en as many as you please!"" The Princess's coronet, with its triple plume, is conspicuous on a circular close-stool (left) which is decorated with a large 'J' and earl's coronet.",Aggrandizement
(OCoLC)ocm51121385,184746,20240718164548.0,"Gillray, James,1756-1815,designer.","A peep at Christies, or, Tally-ho, & his nimeney-pimmeney taking the morning lounge[print] /Js. Gy. ad vivam fecit.",1 print :hand colored aquatint ;image: 35.2 x 24.9 cm; plate: 35.7 x 25.4 cm; sheet: 36.3 x 26.8 cm,summary,Miss,"Miss Farren and Lord Derby, both in profile to the right, walk together inspecting pictures. She, very thin and tall, looks over his head through a glass at a picture in the second row of 'Zenocrates & Phryne'. He looks at the picture immediately below, 'The Death', a huntsman holding up a fox to the hounds. The frame is decorated by an earl's coronet with horses. Lord Derby, much caricatured, very short and obese, wears riding-dress with spurred boots and holds a whip. Miss Farren wears no hat, a dress hanging from the shoulders and trailing behind her, short sleeves and gloves. Both hold an open 'Catalogue'.",GenderTerms
(OCoLC)ocm51121385,184746,20240718164548.0,"Gillray, James,1756-1815,designer.","A peep at Christies, or, Tally-ho, & his nimeney-pimmeney taking the morning lounge[print] /Js. Gy. ad vivam fecit.",1 print :hand colored aquatint ;image: 35.2 x 24.9 cm; plate: 35.7 x 25.4 cm; sheet: 36.3 x 26.8 cm,summary,Miss,"Miss Farren and Lord Derby, both in profile to the right, walk together inspecting pictures. She, very thin and tall, looks over his head through a glass at a picture in the second row of 'Zenocrates & Phryne'. He looks at the picture immediately below, 'The Death', a huntsman holding up a fox to the hounds. The frame is decorated by an earl's coronet with horses. Lord Derby, much caricatured, very short and obese, wears riding-dress with spurred boots and holds a whip. Miss Farren wears no hat, a dress hanging from the shoulders and trailing behind her, short sleeves and gloves. Both hold an open 'Catalogue'.",GenderTerms
(OCoLC)ocn270840953,184753,20240718164548.0,"Gillray, James,1756-1815,designer.","Modern grace, or, The operatical finale to the ballet of Alonzo e Caro[print] /Js. Gy. d. et f.",1 print :hand colored etching ;image: 25.5 x 35.5 cm; plate: 26.1 x 36.2 cm; sheet: 27.7 x 38.2 cm,summary,wife,"Didelot dances on the stage between two women, both very lightly clad in quasi-classical costume, and wearing 'cothurnes'. He wears a feathered hat, tunic, and cloak, and looks towards Mme Parisot (right); she strikes an attitude with right leg raised and arms extended, and looks alluringly towards him, her right breast bare. Mme Rose (left), his wife, dances with more restraint, her sharp-featured profile turned austerely towards her husband. All wave their arms above their heads, and their attitudes are in fact graceful (though caricatured). Two plump 'danseuses' (left and right) whirl on one toe in the background. Behind Didelot is an irradiated sun, with features looking down disapprovingly at the dancer.",GenderTerms
(OCoLC)ocn270840812,446323,20240718172637.0,"Gillray, James,1756-1815,printmaker.",The caneing in Conduit Street[print] :dedicated to the flag officers of the British Navy.,"1 print :etching, hand colored ;image: 237 x 342 mm; sheet: 252 x 348 mm",summary,Gentleman,"A stout naval officer (right) is attacked by a taller and slimmer officer (left), who siezes him by the coat and raises his cane to strike. A civilian stands between them holding back the aggressor. The stout officer, Captain Vancouver, wears an enormous sword; a fur mantle hangs from his shoulders inscribed 'This Present from the King of Owyhee to George IIId forgot to be delivered'. From his coat-pocket hangs a scroll which rests on the ground, part being still rolled up: 'List of those disgraced during the Voyage - put under Arrest all the Ships Crew - Put into Irons, every Gentleman on Board - Broke every Man of Honor & Spirit - Promoted Spies - ' His left foot is on an open book: 'Every Officer is the Guardian of his own Honor. Lord Grenvills Letter'. From the pocket of the civilian (Vancouver's brother) projects a paper: 'Chas Rearcovers Letter to be publish'd after the Parties are bound to keep ye Peace.'  Vancouver's assailant, Lord Camelford, says: ""Give me Satisfaction, Rascal! - draw your Sword, Coward! what you won't? - why then take that Lubber! - & that! & that! & that! & that! & that! & - Vancouver, staggering back, with arms outstretched, shouts: Murder! - Murder! - Watch! - Constable! - keep him off Brother! - while I run to my Lord-Chancellor for Protection! Murder! Murder! Murder"". Behind him, on the ground, lies a pile of shackles inscribed 'For the Navy'. Two very juvenile sailor-boys stand together (left) watching with delight. On Vancouver's right is the lower part of a shop (right) showing a door and window in which skins are suspended. Round the door are inscriptions: 'The South-Sea-Fur-warehouse from China. Fine Black Otter Skins. No Contraband Goods sold here.' Cf. British Museum catalog.",Aggrandizement
(OCoLC)ocn270840834,184689,20240718164547.0,"Gillray, James,1756-1815,designer.","Glorious reception of the ambassador of peace, on his entry into Paris[print] /Js. Gy. d. et fect.",1 print :engraving ;9 3/8 x 13 5/8 inches,summary,wife,"""Lord Malmesbury drives in a chaise with the royal arms drawn by four wretched hacks, only the hind-quarters (right) of the leaders being visible. Behind the coach stand three stolid English footmen. The chaise-doors are open, a fish-wife has entered from each side; both embrace Malmesbury who puts out his hands in dismay. Beside him (left) sits his secretary, a pen behind his ear. Another woman is getting into the chaise (left) and a fourth stands beside it, arms outspread, and grinning broadly; two fish are attached to her petticoat. All the spectators are cheering wildly. In the foreground are (left to right) a dwarfish boy, an officer wearing a feathered cocked hat and tattered coat, a ragged man wearing jack-boots and a bag-wig, waving a bonnet-rouge; a sansculotte, wearing sabots, a dagger in his belt. These are in back view. Beyond and behind the chaise bonnets-rouges are being wildly waved by a freely sketched crowd. A French postilion in military dress, a horn slung round his neck, flourishes a whip.""--British Museum online catalogue.",GenderTerms
(OCoLC)ocn973918440,449945,20240808182739.0,NULL,"The captive prince, or, Liberty run mad[print].",1 print :etching ;image: 215 x 323 mm; plate mark: 235 x 340 mm; sheet: 232 x 336 mm,summary,famous,"George III stands passively in profile to the right while members of the new ministry fix shackles to his wrists and ankles. He is saying, ""Oh! my misguided People"". Rockingham is walking off (right) holding the crown in his right hand, saying ""Dispose of these Jewels for the Publick Use"". He wears trunk hose and cross-hilted sword, a long robe trails on the ground behind him. The Duke of Richmond, in profile to the left, is fixing a shackle to the king's left wrist; he says, ""I Command the Ordnance"". (On 30 Mar. he was appointed Master General of the Ordnance.) In front of him a thin man kneeling on one knee, in profile to the left, is adjusting a fetter on the king's left ankle; he is probably Lord John Cavendish. On the king's left Fox kneels attaching a fetter to his right leg; he has the head of a fox and is saying, ""I Command the Mob"". Behind him, holding the chain which the king holds in his right hand, is Admiral Keppel in naval uniform, saying, ""I Command the Fleet"". He had been made a Lord Commissioner of the Admiralty on 30 Mar., the Admiralty being put in commission. On his right stands General Conway in military uniform, clasping his hands, and looking to his right; he says ""Which way shall I turn? How can I decide?"" He had been made Commander-in-Chief on 30 Mar.; in spite of his famous resolution of 22 Feb. he was not a whole-hearted supporter of the new ministry. On the extreme left stands Burke, looking to the right but taking no part in the proceedings. He holds a paper inscribed ""Pay Master"", and is saying ""The best of Ministers The best of K ..."" A reference to Burke's eulogy, on 15 April, of the king's message recommending the ""effectual Plan of OEconomy"", his words being, ""It was the best of messages to the best of people from the best of kings"". Cf. British Museum online catalogue.",Aggrandizement
(OCoLC)ocn701817463,450060,20240815155401.0,"Gillray, James,1756-1815,printmaker.","Election-troops, bringing in their accounts, to the pay-table[print] /Js. Gillray invt. et fec.","1 print :etching with stipple, hand colored ;image: 233 x 346 mm; plate mark: 250 x 352 mm; sheet: 245 x 350 mm",summary,Riot,"Print shows the 'Election-Troops', headed by Major Topham, at the barred gate of the 'Treasury', behind which stands Pitt, holding a large key. He says, ""I know nothing of you my Friends, Lord H------d pays all the expences himself - Hush! Hush! go to the back-Door in Great George Street under the Rose!"" Topham holds out to Pitt a paper inscribed 'For Puffs & Squibs and for abusing opposition', in his right hand is a newspaper, 'The World'. Behind him is a newsboy holding his horn, on his cap is the word 'Star' above a star. Under his arm is a copy of 'The Star' newspaper, in his right hand a paper inscribed 'For changing Sides; for hiring of Ballad Singers & Grub Street Writers. . .' . Next him is a publican holding a paper inscribed 'For Eating & Drink[ing] for Jack Ass Boys'. Behind these, three of the Foot Guards march together, each holding a paper inscribed 'For the attack in Bow Street'; one holds a bayonet dripping with blood. Across the front of their caps is the word 'Hood'. A cobbler holding a pair of shoes holds out a paper inscribed 'For Voting 3 times'; he walks next to two ballad-singers, one of whom holds a paper in her  right hand inscribed 'For Singing Ballads at 5 Shill pr Day . .', in her left hand is a sheaf of broadsides inscribed 'A begging we will go --- --- A new Song'. The woman next her holds a similar account; her hat is inscribed 'Hood'. On the extreme left is a sailor with a bludgeon who holds out a paper: 'For kicking up a Riot'. Between these two and the cobbler a bearded Jewish man holds up in both hands a paper inscribed 'For Perjury & procuring Jew Voters'. Behind are the heads of the rest of the crowd; most wear election favours in their hats with the word 'Hood'. Cf. British Museum online catalog.",RaceEuphemisms
(OCoLC)on1418723677,450089,20240722163220.0,"Gillray, James,1756-1815,printmaker.","A court Martial, or, A scene at the horse guards[print] :Humbly dedicated to the Duc' de Crillon.",1 print :etching ;image: 214 x 321 mm ; sheet: 250 x 351 mm,summary,famous,"The court-martial on Lieut.-General James Murray (Nov.- Jan. 1782-3) on charges brought against him by his second-in-command, Lieut.-General Sir William Draper, for conduct in Minorca, before, during, and after the siege. A number of officers seated on both sides of a large table; at the head, and facing the spectators, is the Judge-Advocate-General who presided at the trial, Sir Charles Gould; above his head is drawn a pair of evenly balanced scales, inscribed ""Sterling"". He looks towards a witness (right) who is speaking. On the right behind a barrier and raised above the level of the Court are Murray, who clutches the barrier with an anxious expression, and two counsel (?), Draper and four witnesses or spectators; a partition divides Murray and his counsel from the others. Above Murray's head is inscribed ""Matrimony"". Draper wearing his ribbon and star (he was made K.B. in 1764) stands with both hands on the barrier with a composed expression. On his right is a lean and ugly man speaking and gesticulating. All the men seated at the table are in uniform except Gould. On Gould's right is an officer wearing a ribbon, evidently General Sir George Howard, K.B., the senior officer there. On Howard's right and on the left side of the table sit two officers looking at a map, one wearing glasses is inscribed ""Yankee Doodle""; he is probably Lieut.-General Thomas Gage, ex-Governor of Massachusetts. The two officers on the left of the table lean against each other, asleep, and are inscribed ""Capacity"". Six officers on the right of the table are in attitudes varying from sound sleep, head and arms on table, to rapt attention. Over one sleeper is inscribed ""Amen!!!"", over another is a hand with a pointing finger and the word ""Attention"". On the left of the Court, behind a barrier, two men write at a raised desk, one perhaps Gurney, the famous shorthand writer who transcribed the proceedings. Cf. British Museum online catalog.",Aggrandizement
(OCoLC)ocm57712048,450088,20240722163220.0,NULL,The loaves and fishes[print] :Whipt be such Honest Knaves /J H invt.,1 print :etching ;image: 218 x 325 mm; sheet: 235 x 325 cm,summary,Foremost,"In the aftermath of the crisis of early 1783, the past and future ministers are depicted at a table competing for their share in the government. Foremost among them are Fox and North, seated at the top of the table to the left of the King who offers them a loaf signed ""Secretary of State."" They both hold on to the loaf signed ""Treasury,"" while Lord Shelburne, putting his arm on the shoulder of Dunning, is seated to the King's right, and is now empty-handed. In the lower right corner of the image, two dogs identified as ""Pay Office Clerks,"" attempt to sneak away with bags of money, an allusion to Burke's reinstatement of two clerks, Powell and Bembridge, accused of malversation before his return to the office of paymaster-general. The other two on the right side of the table are Keppel and Burke. Opposite Burke, at the near left corner of the table, sits Conway, the Commander-in-Chief, in general's uniform.",Aggrandizement
(OCoLC)ocm58871492,450083,20240718164526.0,"Gillray, James,1756-1815,printmaker.","A block for the wigs, or, The new state whirligig[print].",1 print :etching ;image: 227 x 332 mm; sheet: 249 x 349 mm,summary,lame,"The new ministry is depicted on a large carousel, erected in front of the ""Crown and Royal Bob"" Inn. The structure is supported by a center pole held in place by pegs labelled ""Treasury,"" ""Navy"" and ""Army"" terminating at the top with the head of the King in the form of a wig block. Fox, with a fox's head and tail, leads the procession, holding a bag of money. Behind him, Lord North on a horse with its legs cut short, loses his wig; Burke in Jesuit's habit and on a similarly lame horse, has partially turned into a skeleton due to his economical reform; Admiral Keppel behind him is desperate to remain seated on his donkey. Lastly a Scotsman labelled ""President"" signifies Scottish influence over the Crown. Watching from a seat before the Inn, a complacent John Bull mouths slogans of liberty, unaware that his house is being plundered behind him.",Disability
(OCoLC)ocm58871484,450084,20240808182807.0,NULL,The blessings of peace[print].,1 print :etching & engraving with stipple engraving ;image: 265 x 336 mm; sheet: 282 x 336 mm,summary,Indian,"George III, surrounded by members of the present and former governments, (including Lord Thurlow, Lord Mansfield, Charles Fox, the Duke of Richmond, Lord Shelburne, Edmund Burke, Lord North, Lord Nugent, Mr Sheridan, Pitt, Lord Keppel, Lord Ashburton, Dunning, and Lord Amherst), stands on the British shore of the Atlantic Ocean. He holds out his arms in a gesture of uncertainty asking, ""My Lords and Gentlemen, what should I do."" Each of the statesmen gives his advice. In the background, ""England's sun"" is ""setting"" behind the hills at the foot of which sailors, soldiers and civilians are shown fighting, perhaps in allusion to the mutiny of sailors in Portsmouth in March 1783. Between both groups, on the extreme right, a smaller group of men with peg legs or on crutches, apparently veterans of the American war, is addressed by Lord Amherst who says, ""Gentlemen we have no further occasion for you."" On the extreme left, on the American shore of the Atlantic, a young girl in Indian dress sits between the kings of France and Spain, who each hold her hand. Benjamin Franklin places a wreath on top of her head-dress. Above in the sky, a witch flies away on a broomstick trailing or expelling the words ""Peace -- Peace -- P-e-a-c"" from under her skirts. The figures are numbered from 1 to 17, with a key in the bottom margin to assist in identification.",RaceTerms
(OCoLC)ocm58876160,450087,20240506150258.0,NULL,"All alive, or, The political churchyard[print].",1 print :etching ;plate mark: 252 x 353 mm; sheet: 249 x 350 mm,summary,prominent,"In a churchyard, tombstones adorned on top with heads of those who are buried beneath, display epitaphs in their memory. They refer to the majority of the prominent politicians of the day.The three central tombstones in the foreground are those of Burke (left), North (a), and Fox (right). In the foreground on the extreme left is a flat stone inscribed, ""Here Lieth G------l C-----y [Conway]. In a corresponding position on the right is a rectangular brick tomb, inscribed, ""Here Lieth his Grace the D------e of R-----D"" [Richmond]. Slightly behind and to the left of Burke's tomb is that of the king. Behind and to the right of Fox's tomb is that of a peer: ""Here Lieth L------d T-----e. Behold him now laid the Grave in Who noughty man -----L-----y C------N"" [Lady Craven]. He is perhaps intended for Lord Temple, the king's agent in the rejection of Fox's India Bill in Dec. 1783. The remaining tombs are described as they are placed, left to right, some being in front and others behind. A rectangular upright tombstone is inscribed, ""Here Lieth C------s J-----N [Charles Jenkinson]. More prominent is a rectangular brick tomb: ""Here Lieth L------d K-----"" [Keppel]. Behind Keppel's tomb is that of General Eliott, cr. Lord Heathfield for his defence of Gibraltar. Next, and in the background is that of Lord John Cavendish, Chancellor of the Exchequer. Portland is next, and the tombstone of Shelburne is immediately behind that of the king. Pitt's tomb is more elaborate, a rectangular stone tomb surmounted by a pyramid and surrounded by a railing: “Here Lieth The Honble Wm Pitt. Thou cov'rest Earth Unequall'd Worth”. The grave of Governor Johnstone is next: “Here Lieth G------r J------N. So fond of Snarling it is own'd, At Death he grinn'd But never Groan'd”. (He was a notorious duellist, cf. BMSat 5474.) Next and more prominent is the rectangular brick tomb of Sheridan, and behind this is Lord Nugent's tombstone. Mansfield's tomb is more prominent and behind are two stones commemorating Lord George Germain (Sackville) and Lord George Gordon. More prominent, and next to Mansfield, lies Dundas, the Lord Advocate of Scotland. Behind is a minute stone: “Sir T------R-----d [Thomas Rumbold] His peculation has left no more”. Sir Cecil Wray's tomb is in the form of an obelisk: “Here Lieth Sir Cecil W-----y Honesty in him innate is, Then Let him pass; old Charon gratis”. The last tombstone on the extreme right is that of Lord Loughborough, Chief Justice of the Common Pleas. Inscriptions on the wall of the church commemorate three more notables, the first (left) being David Hartley (son of the more famous David Hartley), M.P. for Hull, and at this time the emissary of Fox for peace negotiations with America). Next is Sir Charles Turner, with Savile's inscription beside that of Turner: “Nigh this place Lieth S---r G------S------E. Such humourous Satire mark'd his Fame, He made the Culprit smile in Shame”.",Aggrandizement
(OCoLC)ocm58876160,450087,20240506150258.0,NULL,"All alive, or, The political churchyard[print].",1 print :etching ;plate mark: 252 x 353 mm; sheet: 249 x 350 mm,summary,prominent,"In a churchyard, tombstones adorned on top with heads of those who are buried beneath, display epitaphs in their memory. They refer to the majority of the prominent politicians of the day.The three central tombstones in the foreground are those of Burke (left), North (a), and Fox (right). In the foreground on the extreme left is a flat stone inscribed, ""Here Lieth G------l C-----y [Conway]. In a corresponding position on the right is a rectangular brick tomb, inscribed, ""Here Lieth his Grace the D------e of R-----D"" [Richmond]. Slightly behind and to the left of Burke's tomb is that of the king. Behind and to the right of Fox's tomb is that of a peer: ""Here Lieth L------d T-----e. Behold him now laid the Grave in Who noughty man -----L-----y C------N"" [Lady Craven]. He is perhaps intended for Lord Temple, the king's agent in the rejection of Fox's India Bill in Dec. 1783. The remaining tombs are described as they are placed, left to right, some being in front and others behind. A rectangular upright tombstone is inscribed, ""Here Lieth C------s J-----N [Charles Jenkinson]. More prominent is a rectangular brick tomb: ""Here Lieth L------d K-----"" [Keppel]. Behind Keppel's tomb is that of General Eliott, cr. Lord Heathfield for his defence of Gibraltar. Next, and in the background is that of Lord John Cavendish, Chancellor of the Exchequer. Portland is next, and the tombstone of Shelburne is immediately behind that of the king. Pitt's tomb is more elaborate, a rectangular stone tomb surmounted by a pyramid and surrounded by a railing: “Here Lieth The Honble Wm Pitt. Thou cov'rest Earth Unequall'd Worth”. The grave of Governor Johnstone is next: “Here Lieth G------r J------N. So fond of Snarling it is own'd, At Death he grinn'd But never Groan'd”. (He was a notorious duellist, cf. BMSat 5474.) Next and more prominent is the rectangular brick tomb of Sheridan, and behind this is Lord Nugent's tombstone. Mansfield's tomb is more prominent and behind are two stones commemorating Lord George Germain (Sackville) and Lord George Gordon. More prominent, and next to Mansfield, lies Dundas, the Lord Advocate of Scotland. Behind is a minute stone: “Sir T------R-----d [Thomas Rumbold] His peculation has left no more”. Sir Cecil Wray's tomb is in the form of an obelisk: “Here Lieth Sir Cecil W-----y Honesty in him innate is, Then Let him pass; old Charon gratis”. The last tombstone on the extreme right is that of Lord Loughborough, Chief Justice of the Common Pleas. Inscriptions on the wall of the church commemorate three more notables, the first (left) being David Hartley (son of the more famous David Hartley), M.P. for Hull, and at this time the emissary of Fox for peace negotiations with America). Next is Sir Charles Turner, with Savile's inscription beside that of Turner: “Nigh this place Lieth S---r G------S------E. Such humourous Satire mark'd his Fame, He made the Culprit smile in Shame”.",Aggrandizement
(OCoLC)ocm58876160,450087,20240506150258.0,NULL,"All alive, or, The political churchyard[print].",1 print :etching ;plate mark: 252 x 353 mm; sheet: 249 x 350 mm,summary,prominent,"In a churchyard, tombstones adorned on top with heads of those who are buried beneath, display epitaphs in their memory. They refer to the majority of the prominent politicians of the day.The three central tombstones in the foreground are those of Burke (left), North (a), and Fox (right). In the foreground on the extreme left is a flat stone inscribed, ""Here Lieth G------l C-----y [Conway]. In a corresponding position on the right is a rectangular brick tomb, inscribed, ""Here Lieth his Grace the D------e of R-----D"" [Richmond]. Slightly behind and to the left of Burke's tomb is that of the king. Behind and to the right of Fox's tomb is that of a peer: ""Here Lieth L------d T-----e. Behold him now laid the Grave in Who noughty man -----L-----y C------N"" [Lady Craven]. He is perhaps intended for Lord Temple, the king's agent in the rejection of Fox's India Bill in Dec. 1783. The remaining tombs are described as they are placed, left to right, some being in front and others behind. A rectangular upright tombstone is inscribed, ""Here Lieth C------s J-----N [Charles Jenkinson]. More prominent is a rectangular brick tomb: ""Here Lieth L------d K-----"" [Keppel]. Behind Keppel's tomb is that of General Eliott, cr. Lord Heathfield for his defence of Gibraltar. Next, and in the background is that of Lord John Cavendish, Chancellor of the Exchequer. Portland is next, and the tombstone of Shelburne is immediately behind that of the king. Pitt's tomb is more elaborate, a rectangular stone tomb surmounted by a pyramid and surrounded by a railing: “Here Lieth The Honble Wm Pitt. Thou cov'rest Earth Unequall'd Worth”. The grave of Governor Johnstone is next: “Here Lieth G------r J------N. So fond of Snarling it is own'd, At Death he grinn'd But never Groan'd”. (He was a notorious duellist, cf. BMSat 5474.) Next and more prominent is the rectangular brick tomb of Sheridan, and behind this is Lord Nugent's tombstone. Mansfield's tomb is more prominent and behind are two stones commemorating Lord George Germain (Sackville) and Lord George Gordon. More prominent, and next to Mansfield, lies Dundas, the Lord Advocate of Scotland. Behind is a minute stone: “Sir T------R-----d [Thomas Rumbold] His peculation has left no more”. Sir Cecil Wray's tomb is in the form of an obelisk: “Here Lieth Sir Cecil W-----y Honesty in him innate is, Then Let him pass; old Charon gratis”. The last tombstone on the extreme right is that of Lord Loughborough, Chief Justice of the Common Pleas. Inscriptions on the wall of the church commemorate three more notables, the first (left) being David Hartley (son of the more famous David Hartley), M.P. for Hull, and at this time the emissary of Fox for peace negotiations with America). Next is Sir Charles Turner, with Savile's inscription beside that of Turner: “Nigh this place Lieth S---r G------S------E. Such humourous Satire mark'd his Fame, He made the Culprit smile in Shame”.",Aggrandizement
(OCoLC)ocm58876160,450087,20240506150258.0,NULL,"All alive, or, The political churchyard[print].",1 print :etching ;plate mark: 252 x 353 mm; sheet: 249 x 350 mm,summary,prominent,"In a churchyard, tombstones adorned on top with heads of those who are buried beneath, display epitaphs in their memory. They refer to the majority of the prominent politicians of the day.The three central tombstones in the foreground are those of Burke (left), North (a), and Fox (right). In the foreground on the extreme left is a flat stone inscribed, ""Here Lieth G------l C-----y [Conway]. In a corresponding position on the right is a rectangular brick tomb, inscribed, ""Here Lieth his Grace the D------e of R-----D"" [Richmond]. Slightly behind and to the left of Burke's tomb is that of the king. Behind and to the right of Fox's tomb is that of a peer: ""Here Lieth L------d T-----e. Behold him now laid the Grave in Who noughty man -----L-----y C------N"" [Lady Craven]. He is perhaps intended for Lord Temple, the king's agent in the rejection of Fox's India Bill in Dec. 1783. The remaining tombs are described as they are placed, left to right, some being in front and others behind. A rectangular upright tombstone is inscribed, ""Here Lieth C------s J-----N [Charles Jenkinson]. More prominent is a rectangular brick tomb: ""Here Lieth L------d K-----"" [Keppel]. Behind Keppel's tomb is that of General Eliott, cr. Lord Heathfield for his defence of Gibraltar. Next, and in the background is that of Lord John Cavendish, Chancellor of the Exchequer. Portland is next, and the tombstone of Shelburne is immediately behind that of the king. Pitt's tomb is more elaborate, a rectangular stone tomb surmounted by a pyramid and surrounded by a railing: “Here Lieth The Honble Wm Pitt. Thou cov'rest Earth Unequall'd Worth”. The grave of Governor Johnstone is next: “Here Lieth G------r J------N. So fond of Snarling it is own'd, At Death he grinn'd But never Groan'd”. (He was a notorious duellist, cf. BMSat 5474.) Next and more prominent is the rectangular brick tomb of Sheridan, and behind this is Lord Nugent's tombstone. Mansfield's tomb is more prominent and behind are two stones commemorating Lord George Germain (Sackville) and Lord George Gordon. More prominent, and next to Mansfield, lies Dundas, the Lord Advocate of Scotland. Behind is a minute stone: “Sir T------R-----d [Thomas Rumbold] His peculation has left no more”. Sir Cecil Wray's tomb is in the form of an obelisk: “Here Lieth Sir Cecil W-----y Honesty in him innate is, Then Let him pass; old Charon gratis”. The last tombstone on the extreme right is that of Lord Loughborough, Chief Justice of the Common Pleas. Inscriptions on the wall of the church commemorate three more notables, the first (left) being David Hartley (son of the more famous David Hartley), M.P. for Hull, and at this time the emissary of Fox for peace negotiations with America). Next is Sir Charles Turner, with Savile's inscription beside that of Turner: “Nigh this place Lieth S---r G------S------E. Such humourous Satire mark'd his Fame, He made the Culprit smile in Shame”.",Aggrandizement
